expert,family,policy_key,tier,month,raw_candidates,model_available,calibration_month,calibration_rows,calibration_brier,meta_brier,avg_win_r,avg_loss_r,sample_uncertainty_penalty,calibration_mean,calibration_utility_mean,eval_mean,eval_utility_mean,after_rank,meta_support,meta_neutral,meta_reject,after_soft_meta,after_positive_utility,after_cap
压缩后首次放量突破多头,波动扩张,637dd7099e42148f,REJECTED,2026-05,123,True,2026-04,135.0,0.22226620919215445,0.2224039591232594,1.4954102008247394,0.8922172579479636,0.04733646312031288,0.3407104981038654,-0.17320141871757663,0.34678070354108526,-0.1632983439203802,33.0,0.0,15.0,18.0,15.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-05,167,True,2025-04,166.0,0.17925471780036548,0.17911937690111773,1.8348559817340009,0.8756244356437206,0.042688278913848306,0.23493928641635967,-0.3238648290067409,0.23618896734532233,-0.31966519838983815,35.0,0.0,0.0,35.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-06,162,True,2025-05,167.0,0.16812162691382726,0.169056012952367,1.788543707135014,0.7982887697409428,0.04256027778937753,0.2154933393088591,-0.3243799738895943,0.21893952375142478,-0.3177636712960808,31.0,0.0,0.0,31.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-07,64,True,2025-06,162.0,0.11259937550573343,0.11275316593605554,1.8302666918591952,0.8102002169050387,0.04321208107251124,0.12957855676427374,-0.5447716577239555,0.13295484606890515,-0.5376587277273231,16.0,0.0,0.0,16.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-08,139,True,2025-07,64.0,0.13171392451841615,0.13162872380251364,1.8302888210435797,0.778343971563992,0.06875,0.1562933802323682,-0.47570216801434906,0.15710613531510426,-0.47395726224764473,37.0,0.0,0.0,37.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-09,127,True,2025-08,139.0,0.1947311452837621,0.2009250211439799,1.830304889622671,1.0327007960625023,0.04665039113239841,0.28777391051437545,-0.29957877744558653,0.2911761177319929,-0.2902041088176284,22.0,0.0,14.0,8.0,14.0,10.0,3.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-10,146,True,2025-09,127.0,0.16272263454718372,0.16255063243093018,1.7665593993186224,0.794917505898252,0.04880460801788627,0.20472360620452582,-0.3596730503432425,0.20337813711793717,-0.3618821330932517,24.0,0.0,0.0,24.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-11,177,True,2025-10,146.0,0.1821468401153624,0.17969648521615808,1.8304684452974693,0.9615693547050088,0.04551832387313024,0.23972682671613688,-0.38047624838056865,0.23892655236962246,-0.382721775522011,27.0,0.0,0.0,27.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2025-12,162,True,2025-11,177.0,0.16143528075614516,0.16191406275189135,1.8324061172437294,0.8701155033866678,0.041340531540155594,0.20336127322003322,-0.40201746538651967,0.20237646156441363,-0.40453491536342434,24.0,0.0,0.0,24.0,0.0,0.0,0.0
压缩后首次放量突破空头,波动扩张,59bcc3e64f2c7f94,REJECTED,2026-01,156,True,2025-12,162.0,0.1293504061230498,0.12875260832918253,1.8308483290451971,0.9004953429300352,0.04321208107251124,0.15429146479610734,-0.5582243874288514,0.1541196827753449,-0.5593035951932069,37.0,0.0,0.0,37.0,0.0,0.0,0.0
